technology,parameter,value,unit,source,further description,currency_year,financial_case,scenario
Residential PV - Class 10,investment,2743.333,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 10,CF,0.1196605576063397,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 10,FOM,1.07,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 1,investment,2743.333,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 1,CF,0.1846378442763413,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 1,FOM,1.07,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 2,investment,2743.333,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 2,CF,0.1817814030462288,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 2,FOM,1.07,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 3,investment,2743.333,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 3,CF,0.1695860383924738,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 3,FOM,1.07,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 4,investment,2743.333,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 4,CF,0.1602544820606732,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 4,FOM,1.07,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 5,investment,2743.333,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 5,CF,0.1517868287701967,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 5,FOM,1.07,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 6,investment,2743.333,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 6,CF,0.1499032841094451,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 6,FOM,1.07,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 7,investment,2743.333,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 7,CF,0.1432945466285407,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 7,FOM,1.07,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 8,investment,2743.333,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 8,CF,0.1365026034828876,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 8,FOM,1.07,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 9,investment,2743.333,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 9,CF,0.1310690541057579,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Residential PV - Class 9,FOM,1.07,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 10,investment,1333.3244563409264,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 10,CF,0.184026467734993,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 10,FOM,1.7,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
solar-utility,investment,1333.3244563409264,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
solar-utility,CF,0.2951671639064763,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
solar-utility,FOM,1.7,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 2,investment,1333.3244563409264,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 2,CF,0.2863070931207604,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 2,FOM,1.7,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 3,investment,1333.3244563409264,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 3,CF,0.2730572084525655,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 3,FOM,1.7,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 4,investment,1333.3244563409264,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 4,CF,0.2580552615387994,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 4,FOM,1.7,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 5,investment,1333.3244563409264,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 5,CF,0.2410834401723876,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 5,FOM,1.7,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 6,investment,1333.3244563409264,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 6,CF,0.232313720578251,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 6,FOM,1.7,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 7,investment,1333.3244563409264,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 7,CF,0.221097534746246,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 7,FOM,1.7,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 8,investment,1333.3244563409264,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 8,CF,0.2106210057148755,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 8,FOM,1.7,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 9,investment,1333.3244563409264,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 9,CF,0.2003403936159759,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Utility PV - Class 9,FOM,1.7,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 10,investment,2044.126542829689,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 10,CF,0.1955437091143033,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 10,FOM,1.9,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 1,investment,2044.126542829689,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 1,CF,0.3066844052857866,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 1,FOM,1.78,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 2,investment,2044.126542829689,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 2,CF,0.2978243345000707,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 2,FOM,1.78,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 3,investment,2044.126542829689,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 3,CF,0.2845744498318758,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 3,FOM,1.78,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 4,investment,2044.126542829689,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 4,CF,0.2695725029181097,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 4,FOM,1.78,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 5,investment,2044.126542829689,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 5,CF,0.2526006815516979,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 5,FOM,1.78,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 6,investment,2044.126542829689,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 6,CF,0.2438309619575613,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 6,FOM,1.9,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 7,investment,2044.126542829689,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 7,CF,0.2326147761255564,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 7,FOM,1.9,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 8,investment,2044.126542829689,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 8,CF,0.2221382470941858,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 8,FOM,1.9,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 9,investment,2044.126542829689,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 9,CF,0.2118576349952862,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
PV+Storage - Class 9,FOM,1.9,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Coal-CCS-95%,investment,5130.889430683034,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
Coal-CCS-95%,investment,5130.889430683034,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Coal-CCS-95%,FOM,2.24,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
Coal-CCS-95%,FOM,2.24,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Coal-CCS-95%,VOM,14.03,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
Coal-CCS-95%,VOM,14.03,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Coal-Max-CCS,investment,5250.630140850667,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
Coal-Max-CCS,investment,5250.630140850667,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Coal-Max-CCS,FOM,2.23,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
Coal-Max-CCS,FOM,2.23,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Coal-Max-CCS,VOM,14.37,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
Coal-Max-CCS,VOM,14.37,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Coal - IGCC,investment,5327.264195357951,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
Coal - IGCC,investment,5327.264195357951,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Coal - IGCC,FOM,2.64,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
Coal - IGCC,FOM,2.64,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
Coal - IGCC,VOM,13.86,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
Coal - IGCC,VOM,13.86,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
coal,investment,3074.941437104792,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
coal,investment,3074.941437104792,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
coal,FOM,2.39,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
coal,FOM,2.39,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
coal,VOM,7.96,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
coal,VOM,7.96,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
NG 2-on-1 Combined Cycle (F-Frame),investment,1038.0840374781828,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
NG 2-on-1 Combined Cycle (F-Frame),investment,1038.0840374781828,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
NG 2-on-1 Combined Cycle (F-Frame),FOM,2.69,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
NG 2-on-1 Combined Cycle (F-Frame),FOM,2.69,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
NG 2-on-1 Combined Cycle (F-Frame),VOM,1.78,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
NG 2-on-1 Combined Cycle (F-Frame),VOM,1.78,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
NG Combined Cycle (F-Frame) 95% CCS,FOM,2.52,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
NG Combined Cycle (F-Frame) 95% CCS,FOM,2.52,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Conservative
NG Combined Cycle (F-Frame) 95% CCS,VOM,4.3,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,Market,Conservative
