,technology,parameter,value,unit,source,further description,currency_year,financial_case,scenario,tax_credit_case
4236,Commercial Battery Storage 8Hr,investment,1889.992249233007,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4237,Commercial Battery Storage 8Hr,investment,2319.6150131959994,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4238,Commercial Battery Storage 8Hr,investment,2994.1296038476694,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4239,Residential Battery Storage - 5 kW - 12.5 kWh,FOM,2.41,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4240,Residential Battery Storage - 5 kW - 12.5 kWh,FOM,2.41,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4241,Residential Battery Storage - 5 kW - 12.5 kWh,FOM,2.41,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4242,Residential Battery Storage - 5 kW - 20 kWh,FOM,2.41,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4243,Residential Battery Storage - 5 kW - 20 kWh,FOM,2.41,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4244,Residential Battery Storage - 5 kW - 20 kWh,FOM,2.41,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4245,Residential Battery Storage - 5 kW - 12.5 kWh,investment,2115.2222358763574,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4246,Residential Battery Storage - 5 kW - 12.5 kWh,investment,2976.1954719589603,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4247,Residential Battery Storage - 5 kW - 12.5 kWh,investment,3350.9394113782237,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4248,Residential Battery Storage - 5 kW - 20 kWh,investment,2626.5222423660407,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4249,Residential Battery Storage - 5 kW - 20 kWh,investment,3568.5005659365142,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4250,Residential Battery Storage - 5 kW - 20 kWh,investment,4160.941932023233,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4251,Residential Battery Storage - 5 kW - 12.5 kWh,FOM,2.41,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4252,Residential Battery Storage - 5 kW - 12.5 kWh,FOM,2.41,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4253,Residential Battery Storage - 5 kW - 12.5 kWh,FOM,2.41,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4254,Residential Battery Storage - 5 kW - 20 kWh,FOM,2.41,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4255,Residential Battery Storage - 5 kW - 20 kWh,FOM,2.41,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4256,Residential Battery Storage - 5 kW - 20 kWh,FOM,2.41,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4257,Residential Battery Storage - 5 kW - 12.5 kWh,investment,2115.2222358763574,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4258,Residential Battery Storage - 5 kW - 12.5 kWh,investment,2976.1954719589603,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4259,Residential Battery Storage - 5 kW - 12.5 kWh,investment,3350.9394113782237,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4260,Residential Battery Storage - 5 kW - 20 kWh,investment,2626.5222423660407,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4261,Residential Battery Storage - 5 kW - 20 kWh,investment,3568.5005659365142,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4262,Residential Battery Storage - 5 kW - 20 kWh,investment,4160.941932023233,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4263,Coal integrated retrofit 90%-CCS,investment,1709.2,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4264,Coal integrated retrofit 90%-CCS,investment,1896.8,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4265,Coal integrated retrofit 90%-CCS,investment,2084.4,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4266,Coal integrated retrofit 95%-CCS,investment,1782.1,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4267,Coal integrated retrofit 95%-CCS,investment,1980.2,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4268,Coal integrated retrofit 95%-CCS,investment,2178.4,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4269,Coal integrated retrofit 90%-CCS,FOM,8.42,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4270,Coal integrated retrofit 90%-CCS,FOM,7.91,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4271,Coal integrated retrofit 90%-CCS,FOM,7.49,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4272,Coal integrated retrofit 95%-CCS,FOM,8.24,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4273,Coal integrated retrofit 95%-CCS,FOM,7.74,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4274,Coal integrated retrofit 95%-CCS,FOM,7.34,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4275,Coal integrated retrofit 90%-CCS,VOM,16.04,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4276,Coal integrated retrofit 90%-CCS,VOM,16.73,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4277,Coal integrated retrofit 90%-CCS,VOM,17.42,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4278,Coal integrated retrofit 95%-CCS,VOM,16.36,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4279,Coal integrated retrofit 95%-CCS,VOM,17.1,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4280,Coal integrated retrofit 95%-CCS,VOM,17.83,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4281,Coal integrated retrofit 90%-CCS,investment,1709.2,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4282,Coal integrated retrofit 90%-CCS,investment,1896.8,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4283,Coal integrated retrofit 90%-CCS,investment,2084.4,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4284,Coal integrated retrofit 95%-CCS,investment,1782.1,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4285,Coal integrated retrofit 95%-CCS,investment,1980.2,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4286,Coal integrated retrofit 95%-CCS,investment,2178.4,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4287,Coal integrated retrofit 90%-CCS,FOM,8.42,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4288,Coal integrated retrofit 90%-CCS,FOM,7.91,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4289,Coal integrated retrofit 90%-CCS,FOM,7.49,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4290,Coal integrated retrofit 95%-CCS,FOM,8.24,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4291,Coal integrated retrofit 95%-CCS,FOM,7.74,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4292,Coal integrated retrofit 95%-CCS,FOM,7.34,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4293,Coal integrated retrofit 90%-CCS,VOM,16.04,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4294,Coal integrated retrofit 90%-CCS,VOM,16.73,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4295,Coal integrated retrofit 90%-CCS,VOM,17.42,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4296,Coal integrated retrofit 95%-CCS,VOM,16.36,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4297,Coal integrated retrofit 95%-CCS,VOM,17.1,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4298,Coal integrated retrofit 95%-CCS,VOM,17.83,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4299,NG Combined Cycle F-Class integrated retrofit 90%-CCS,investment,1039.9,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4300,NG Combined Cycle F-Class integrated retrofit 90%-CCS,investment,1163.4,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4301,NG Combined Cycle F-Class integrated retrofit 90%-CCS,investment,1286.9,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4302,NG Combined Cycle F-Class integrated retrofit 95%-CCS,investment,1083.6,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4303,NG Combined Cycle F-Class integrated retrofit 95%-CCS,investment,1213.9,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4304,NG Combined Cycle F-Class integrated retrofit 95%-CCS,investment,1344.2,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4305,NG Combined Cycle H-Class integrated retrofit 90%-CCS,investment,905.2,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4306,NG Combined Cycle H-Class integrated retrofit 90%-CCS,investment,1012.0,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4307,NG Combined Cycle H-Class integrated retrofit 90%-CCS,investment,1118.9,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4308,NG Combined Cycle H-Class integrated retrofit 95%-CCS,investment,943.3,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4309,NG Combined Cycle H-Class integrated retrofit 95%-CCS,investment,1056.1,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4310,NG Combined Cycle H-Class integrated retrofit 95%-CCS,investment,1169.0,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4311,NG Combined Cycle F-Class integrated retrofit 90%-CCS,FOM,6.04,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4312,NG Combined Cycle F-Class integrated retrofit 90%-CCS,FOM,5.6,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4313,NG Combined Cycle F-Class integrated retrofit 90%-CCS,FOM,5.23,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4314,NG Combined Cycle F-Class integrated retrofit 95%-CCS,FOM,5.91,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4315,NG Combined Cycle F-Class integrated retrofit 95%-CCS,FOM,5.48,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4316,NG Combined Cycle F-Class integrated retrofit 95%-CCS,FOM,5.13,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4317,NG Combined Cycle H-Class integrated retrofit 90%-CCS,FOM,6.52,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4318,NG Combined Cycle H-Class integrated retrofit 90%-CCS,FOM,6.01,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4319,NG Combined Cycle H-Class integrated retrofit 90%-CCS,FOM,5.6,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4320,NG Combined Cycle H-Class integrated retrofit 95%-CCS,FOM,6.37,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4321,NG Combined Cycle H-Class integrated retrofit 95%-CCS,FOM,5.88,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4322,NG Combined Cycle H-Class integrated retrofit 95%-CCS,FOM,5.48,%-yr,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4323,NG Combined Cycle F-Class integrated retrofit 90%-CCS,VOM,4.53,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4324,NG Combined Cycle F-Class integrated retrofit 90%-CCS,VOM,4.72,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4325,NG Combined Cycle F-Class integrated retrofit 90%-CCS,VOM,4.9,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4326,NG Combined Cycle F-Class integrated retrofit 95%-CCS,VOM,4.64,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4327,NG Combined Cycle F-Class integrated retrofit 95%-CCS,VOM,4.83,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4328,NG Combined Cycle F-Class integrated retrofit 95%-CCS,VOM,5.03,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4329,NG Combined Cycle H-Class integrated retrofit 90%-CCS,VOM,4.34,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4330,NG Combined Cycle H-Class integrated retrofit 90%-CCS,VOM,4.5,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4331,NG Combined Cycle H-Class integrated retrofit 90%-CCS,VOM,4.66,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4332,NG Combined Cycle H-Class integrated retrofit 95%-CCS,VOM,4.43,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Advanced,
4333,NG Combined Cycle H-Class integrated retrofit 95%-CCS,VOM,4.61,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Moderate,
4334,NG Combined Cycle H-Class integrated retrofit 95%-CCS,VOM,4.78,$/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,Market,Conservative,
4335,NG Combined Cycle F-Class integrated retrofit 90%-CCS,investment,1039.9,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4336,NG Combined Cycle F-Class integrated retrofit 90%-CCS,investment,1163.4,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4337,NG Combined Cycle F-Class integrated retrofit 90%-CCS,investment,1286.9,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4338,NG Combined Cycle F-Class integrated retrofit 95%-CCS,investment,1083.6,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4339,NG Combined Cycle F-Class integrated retrofit 95%-CCS,investment,1213.9,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4340,NG Combined Cycle F-Class integrated retrofit 95%-CCS,investment,1344.2,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4341,NG Combined Cycle H-Class integrated retrofit 90%-CCS,investment,905.2,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4342,NG Combined Cycle H-Class integrated retrofit 90%-CCS,investment,1012.0,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4343,NG Combined Cycle H-Class integrated retrofit 90%-CCS,investment,1118.9,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
4344,NG Combined Cycle H-Class integrated retrofit 95%-CCS,investment,943.3,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Advanced,
4345,NG Combined Cycle H-Class integrated retrofit 95%-CCS,investment,1056.1,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Moderate,
4346,NG Combined Cycle H-Class integrated retrofit 95%-CCS,investment,1169.0,$/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2024.0,R&D,Conservative,
